GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400272,346,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-195,237,1,0,20241124,IND,WAS
Shot Chart Detail,0022400272,356,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20241124,IND,WAS
Shot Chart Detail,0022400272,369,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,151,255,1,1,20241124,IND,WAS
Shot Chart Detail,0022400272,380,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,141,272,1,1,20241124,IND,WAS
Shot Chart Detail,0022400272,414,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,44,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-74,284,1,1,20241124,IND,WAS
Shot Chart Detail,0022400272,432,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,38,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,213,1,1,20241124,IND,WAS
Shot Chart Detail,0022400272,435,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,70,277,1,0,20241124,IND,WAS
Shot Chart Detail,0022400272,602,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,189,250,1,0,20241124,IND,WAS
Shot Chart Detail,0022400272,623,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,3,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,123,290,1,0,20241124,IND,WAS
Shot Chart Detail,0022400279,12,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-22,276,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,27,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,53,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,162,246,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,31,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,21,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,142,74,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,53,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,39,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,170,258,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,97,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,16,288,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,114,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,148,278,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,250,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,24,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,180,224,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,290,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-34,137,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,294,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,180,210,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,315,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,181,264,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,329,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,61,216,579,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,358,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-82,270,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,370,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,55,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,216,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,426,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,226,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,441,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,2,283,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,465,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,1,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-123,279,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,591,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,28,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,230,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,608,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,612,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,3,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,141,243,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,620,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,3,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-27,272,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,623,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,-15,1,1,20241125,IND,NOP
Shot Chart Detail,0022400279,630,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,92,252,1,0,20241125,IND,NOP
Shot Chart Detail,0022400279,639,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,37,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-1,112,1,0,20241125,IND,NOP
Shot Chart Detail,0022400288,33,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-98,280,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,40,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,50,277,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,78,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-200,263,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,237,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,8,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,4,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,279,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,48,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,-9,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,286,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,16,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,119,-17,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,343,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-18,275,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,392,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,24,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,195,220,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,471,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,14,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-12,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,480,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,1,51,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-211,151,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,567,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,141,268,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,575,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,213,180,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,616,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-88,264,1,1,20241127,IND,POR
Shot Chart Detail,0022400288,628,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20241127,IND,POR
Shot Chart Detail,0022400288,641,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,40,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,77,152,1,1,20241127,IND,POR
Shot Chart Detail,0022400306,239,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,8,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,180,180,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,243,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,167,199,1,1,20241201,MEM,IND
Shot Chart Detail,0022400306,252,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,174,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,304,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-28,261,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,391,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,134,210,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,427,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,157,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,465,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,58,59,1,1,20241201,MEM,IND
Shot Chart Detail,0022400306,482,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,221,1,0,20241201,MEM,IND
Shot Chart Detail,0022400306,547,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,11,36,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,176,1,1,20241201,MEM,IND
Shot Chart Detail,0022400306,671,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,7,299,1,0,20241201,MEM,IND
Shot Chart Detail,0022400320,21,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,110,173,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,52,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,209,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,68,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,-6,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,223,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,4,186,1,1,20241204,BKN,IND
Shot Chart Detail,0022400320,280,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,21,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,315,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,0,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,-157,487,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,351,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,37,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,251,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,392,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,34,1,1,20241204,BKN,IND
Shot Chart Detail,0022400320,415,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,59,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-17,263,1,1,20241204,BKN,IND
Shot Chart Detail,0022400320,454,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,1,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,80,1,1,20241204,BKN,IND
Shot Chart Detail,0022400320,569,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,33,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,4,178,1,1,20241204,BKN,IND
Shot Chart Detail,0022400320,584,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-92,250,1,0,20241204,BKN,IND
Shot Chart Detail,0022400320,641,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,47,247,1,0,20241204,BKN,IND
Shot Chart Detail,0022400336,32,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,53,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,73,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,36,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,30,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-120,62,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,67,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,9,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,11,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,83,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,44,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,151,105,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,97,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,10,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,78,271,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,100,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,56,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,34,264,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,242,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,213,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,249,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,36,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,259,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,5,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,18,251,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,302,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,380,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,6,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,22,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,428,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-180,222,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,432,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,46,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,47,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,546,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,8,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-1,249,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,562,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,215,1,1,20241206,CHI,IND
Shot Chart Detail,0022400336,574,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,51,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,211,-1,1,0,20241206,CHI,IND
Shot Chart Detail,0022400336,578,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,97,121,1,1,20241206,CHI,IND
Shot Chart Detail,0022400349,20,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,17,195,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,29,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-76,265,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,350,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,78,82,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,352,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,13,110,1,1,20241208,IND,CHA
Shot Chart Detail,0022400349,355,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,38,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-40,147,1,1,20241208,IND,CHA
Shot Chart Detail,0022400349,377,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-225,138,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,414,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,4,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,89,151,1,1,20241208,IND,CHA
Shot Chart Detail,0022400349,476,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,0,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,143,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,606,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,3,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,36,247,1,0,20241208,IND,CHA
Shot Chart Detail,0022400349,635,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,112,134,1,1,20241208,IND,CHA
Shot Chart Detail,0022400369,69,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-153,215,1,0,20241219,PHX,IND
Shot Chart Detail,0022400369,76,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,264,1,1,20241219,PHX,IND
Shot Chart Detail,0022400369,278,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,30,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-224,139,1,0,20241219,PHX,IND
Shot Chart Detail,0022400369,331,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,102,254,1,1,20241219,PHX,IND
Shot Chart Detail,0022400369,373,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,48,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-162,189,1,1,20241219,PHX,IND
Shot Chart Detail,0022400369,414,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,2,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-67,250,1,1,20241219,PHX,IND
Shot Chart Detail,0022400369,624,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,47,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,143,235,1,0,20241219,PHX,IND
Shot Chart Detail,0022400369,645,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,227,1,0,20241219,PHX,IND
Shot Chart Detail,0022400369,660,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,197,172,1,0,20241219,PHX,IND
Shot Chart Detail,0022400389,46,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-12,284,1,0,20241222,SAC,IND
Shot Chart Detail,0022400389,51,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,213,1,0,20241222,SAC,IND
Shot Chart Detail,0022400389,64,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-132,241,1,0,20241222,SAC,IND
Shot Chart Detail,0022400389,89,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,48,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-147,227,1,0,20241222,SAC,IND
Shot Chart Detail,0022400389,229,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,152,246,1,1,20241222,SAC,IND
